Tipo,Numero,Data,Nivel,Ementa
Resolução Conjunta SEMAD/IGAM,2.302,13/11/2015,Estadual,"Dispõe sobre a aplicação da Portaria IGAM nº 87, de 24 de Setembro de 2008, que “Dispõe sobre a autorização prévia para intervenção emergencial em corpo hídrico”, aos pedidos de concessão de Outorga do Direito de Uso de Recursos Hídricos em Municípios com declaração e reconhecimento de Situação de Emergência ou de Calamidade Pública em decorrência de escassez hídrica por quantidade ou qualidade de água."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.316,26/11/2015,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos e financeiros dos valores em tesouraria e das obrigações constantes dos grupos Passivo Circulante e não Circulante, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos - SISEMA, para fins de encerramento do exercício de 2015."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.327,26/11/2015,Estadual,"Constitui Comissões Especiais encarregadas de promover os inventários físicos dos materiais em almoxarifado ou em outras unidades similares, dos bens patrimoniais em uso, estocados, cedidos ou recebidos em cessão, que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos - SISEMA."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,2.326,26/11/2015,Estadual,"Constitui Comissões Especiais encarregadas de promover exclusivamente os inventários físicos e financeiros dos bens patrimoniais imóveis em uso, cedidos ou recebidos em cessão, que são objeto de registro no Ativo e nas contas integrantes do Compensado e de Controle, no âmbito do órgão e entidades do Sistema Estadual do Meio Ambiente e Recursos Hídricos - SISEMA."
Portaria FEAM,2.325,27/11/2015,Estadual,Estabelece procedimentos para aperfeiçoamento da gestão dos autos de infração.
Portaria IEF,"563,00",02/09/2004,Estadual,"Dispõe sobre procedimentos e normas internas, para fins de regulamentação do Art. 2º e Art. 9º do Decreto Estadual n.º 39.792, de 05 de agosto de 1998."
Resolução SEMAD,"122,00",04/12/2015,Estadual,Institui Comissão para Tomada de Contas Especial.
Resolução SEMAD,2.328,09/12/2015,Estadual,"Delegada à chefias imediatas, todas as competências previstas Decreto nº 44.559, de 29 de junho de 2007 e no Decreto nº 45.851, de 28 de dezembro de 2011."
Deliberação Normativa COPAM,2.329,17/11/1996,Estadual,"Dispõe sobre prazo de validade de licenças ambientais, sua revalidação e dá outras providências."
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"17,00",29/12/2015,Estadual,"Estabelece procedimentos de distribuição dos formulários de notificação, auto de infração, auto de fiscalização e folha de continuação de auto de infração para todas as unidades integrantes do SISEMA e para órgãos e entidades em relação aos quais a legislação admite a delegação da competência para a fiscalização ambiental mediante convênio."
Portaria IEF,2.337,29/12/2015,Estadual,"Aprova o Plano de Manejo da Reserva Particular do Patrimônio Natural – RPPN da CSN, de propriedade da empresa Companhia Siderúrgica Nacional, localizada no município de Arcos no Estado de Minas Gerais e dá outras providências."
Portaria IEF,"138,00",29/12/2015,Estadual,"Aprova o Plano de Manejo da Reserva Particular do Patrimônio Natural – RPPN Serra dos Garcias, de propriedade de Alexandre Maciel Gaspar, localizada no município de Aiuruoca no Estado de Minas Gerais e dá outras providências."
Resolução SEMAD,"139,00",07/01/2016,Estadual,Institui Comissão para Tomada de Contas Especial.
Resolução SEMAD,2.343,07/01/2016,Estadual,Institui Comissão para Tomada de Contas Especial.
Resolução SEMAD,2.342,08/01/2016,Estadual,"Prorroga o prazo para conclusão dos trabalhos da Comissão instituída pela Resolução SEMAD nº 2292, de 08 de setembro de 2015, prorrogada pela Resolução SEMAD 2315, de 11 de novembro de 2015."
Resolução SEMAD,2.346,08/01/2016,Estadual,Substitui membro da comissão de Tomada de Contas Especial.
Resolução SEMAD,2.344,08/01/2016,Estadual,"Prorroga o prazo para conclusão dos trabalhos da Comissão instituída pela Resolução SEMAD nº 2.322, de 19 de novembro de 2015."
Portaria IGAM,2.345,12/01/2016,Estadual,"Instaura Tomada de Contas Especial para o caso que menciona, e dá outras providências."
Portaria IGAM,"6,00",12/01/2016,Estadual,Revoga as Portarias IGAM nº72 de 28 de fevereiro de 2011 e nº73 de 28 de fevereiro de 2011.
Portaria IGAM,"7,00",20/01/2016,Estadual,Instaura Sindicância Administrativa.
Portaria IEF,"8,00",15/01/2016,Estadual,Instaura Tomada de Contas Especial e Designa Comissão para Tomada de Contas Especial n°02/2016
Portaria IGAM,"2,00",05/01/2016,Estadual,Dispõe sobre criação da Declaração de Área de Conflito – DAC n° 008/2015.
Portaria IGAM,"5,00",05/01/2016,Estadual,Dispõe sobre criação da Declaração de Área de Conflito – DAC n° 004/2015.
Portaria IGAM,"4,00",05/01/2016,Estadual,Dispõe sobre criação da Declaração de Área de Conflito – DAC n° 007/2015.
Portaria IGAM,"3,00",05/01/2016,Estadual,Dispõe sobre criação da Declaração de Área de Conflito – DAC n° 005/2015.
Portaria IGAM,"1,00",05/01/2016,Estadual,Dispõe sobre criação da Declaração de Área de Conflito – DAC n° 006/2015.
Portaria FEAM,"2,00",18/01/2016,Estadual,Institui Tomada de Contas Especial para o caso que menciona.
Portaria IEF,"1,00",21/01/2016,Estadual,Instaura Tomada de Contas Especial e Designa Comissão para Tomada de Contas Especial n° 01/2016
Portaria IEF,"3,00",25/01/2016,Estadual,Delega competência para substituir o Chefe do Regional Centro Norte/ Sete Lagoas durante o período de férias regulamentares.
Resolução Conjunta SEMAD/IEF,"4,00",29/01/2016,Estadual,"Dispõe sobre a prorrogação de prazos legais para renovação de registro estabelecidos na Resolução conjunta SEMAD/IEF n° 1661, de 27 de julho de 2012."
Lei,2.348,21/01/2016,Estadual,Dispõe sobre o Sistema Estadual de Meio Ambiente e Recursos Hídricos – Sisema – e dá outras providências.
Portaria IGAM,21.972,02/02/2016,Estadual,Dispõe sobre processo seletivo para indicação de lista tríplice de servidores do IGAM para escolha de membro titular e suplente no Conselho de Administração do IGAM
Resolução Conjunta SEMAD/IEF,"9,00",29/01/2016,Estadual,"Dispõe sobre a prorrogação de prazos legais para renovação de registro estabelecidos na Resolução Conjunta SEMAD/IEF n° 1659, de 27 de julho de 2012"
Decreto Estadual,2.350,21/01/2016,Estadual,Institui o Projeto Escolas Sustentáveis.
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,46.936,29/01/2016,Estadual,"Dispõe sobre a correção anual dos valores das multas aplicadas às infrações ambientais por descumprimento das normas previstas no Decreto Estadual nº 44.844, de 25 de junho de 2008"
Resolução SEMAD,2.349,27/01/2016,Estadual,Credencia servidores para a prática das atividades relativas às ações de fiscalização e autuação no âmbito da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD
Decreto Estadual,2.347,21/01/2016,Estadual,"Regulamenta o art. 28 da Lei nº 21.972, de 21 de janeiro de 2016, e dá outras providências"
Deliberação COPAM,46.937,03/02/2016,Estadual,"Altera a Deliberação COPAM nº 479, de 24 de maio de 2013 e dá outras providências."
Resolução SEMAD,"833,00",05/02/2016,Estadual,Decide o processo administrativo instaurado pela Resolução SEMAD 2.228 de 04/12/2015.
Portaria FEAM,2.352,05/02/2016,Estadual,Institui Comissão de Apuração.
Resolução SEMAD,"565,00",05/02/2016,Estadual,"Adita o Processo Administrativo Disciplinar, instaurado pela Resolução SEMAD nº 2052 de 16"
Resolução SEMAD,2.351,17/02/2016,Estadual,"Concede Progressão ao servidor do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD, integrante das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo, nos termos do art. 16 da Lei 15.461, de 13 de janeiro de 2005."
Resolução SEMAD,2.317,17/02/2016,Estadual,"Torna sem efeito as Progressões de servidores do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD, integrantes das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo"
Resolução SEMAD,2.319,17/02/2016,Estadual,"Concede Progressão aos servidores do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD, integrantes das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo, nos termos do art. 16 da Lei 15.461, de 13 de janeiro de 2005."
Resolução SEMAD,2.320,17/02/2016,Estadual,"Concede Promoção ao servidor do Quadro de Pessoal da Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD, integrante das carreiras do Grupo de Atividades de Meio Ambiente e Desenvolvimento Sustentável do Poder Executivo, nos termos do art. 17 da Lei 15.461, de 13 de janeiro de 2005."
Deliberação CERH-MG,2.318,16/02/2016,Estadual,"Altera Deliberação CERH Nº 361, de 26 de novembro de 2014 e dá outras providências."
Portaria IEF,"383,00",23/02/2016,Estadual,"Delega competência para substituir o Chefe do Escritório Regional de Florestas e Biodiversidade Centro Sul/Barbacena, durante o período de férias regulamentares."
Decreto Estadual,"9,00",23/02/2016,Estadual,"Dispõe sobre a organização do Conselho Estadual de Política Ambiental – COPAM, de que trata a Lei nº 21.972, de 21 de janeiro de 2016."
Portaria IEF,46.953,17/02/2016,Estadual,Aprova o Regimento Interno do Conselho Consultivo da Área de Proteção Ambiental – APA São José e do Refúgio Estadual de Vida Silvestre Libélulas da Serra São José.
Portaria FEAM,"8,00",19/02/2016,Estadual,Dispõe sobre designação de servidor.
Portaria FEAM,"567,00",19/02/2016,Estadual,"Altera o artigo 1º da Portaria FEAM nº 556, de 28 de setembro de 2015, que trata da constituição da Comissão de Avaliação do Termo de Parceria nº 022/2008, celebrado com a Fundação Israel Pinheiro."
Portaria IEF,"566,00",17/02/2016,Estadual,Aprova o Regimento Interno do Conselho Consultivo da Área de Proteção Ambiental – APA São José e do Refúgio Estadual de Vida Silvestre Libélulas da Serra São José.
Portaria FEAM,"8,00",22/02/2016,Estadual,Dispõe sobre designação de servidor.
Deliberação Normativa CERH-MG,"568,00",25/02/2016,Estadual,Uniformiza regras e procedimentos para a análise das prestações de contas das viagens a serviço realizadas de 01/01/2010 até 31/12/2014 com os recursos públicos oriundos da Cobrança pelo Uso da Água.
Deliberação Normativa CERH-MG,"51,00",25/02/2016,Estadual,Uniformiza regras e procedimentos para a análise das prestações de contas das viagens a serviço realizadas de 01/01/2010 até 31/12/2014 com os recursos públicos oriundos da Cobrança pelo Uso da Água.
Resolução Conjunta SEMAD/IEF/FEAM/IGAM,"51,00",26/02/2016,Estadual,"Constitui Comissão Permanente de Licitação no âmbito do Sistema Estadual de Meio Ambiente e Recursos Hídricos – SISEMA, e dá outras providências."
Resolução SEMAD,2.353,02/03/2016,Estadual,"Altera o art. 2º da Resolução SEMAD n° 2.198, de 11 de novembro de 2014, que delega competência para a prática de Atos aos Superintendentes Regionais de Regularização Ambiental, aos Subsecretários de Gestão e Regularização Ambiental Integrada e de Controle e Fiscalização Ambiental Integrada e dá outras providências."
Decreto Estadual,2.354,21/08/2012,Estadual,"Altera dispositivos da Deliberação Normativa COPAM nº 74, de 09 de setembro de 2004, incluindo na listagem ´´E´´ código de atividade para geração de energia fotovoltaica."
Decreto Estadual,"176,00",10/03/2016,Estadual,Dispõe sobre a competência transitória para a emissão de atos autorizativos de regularização ambiental no âmbito do Estado.
Portaria IEF,46.967,21/03/2016,Estadual,"Dispõe sobre a alteração do inciso I e II do art. 2º da Portaria IEF nº 32, de 09 de maio de 2014, para mandato do Conselho Consultivo, Biênio 2016/2018, que representam às entidades que compõem o Conselho Consultivo do Parque Estadual da Serra do Rola Moça, instituído pelo Decreto nº 36.071, de 27 de setembro de 1994."
Resolução SEMAD,"18,00",01/04/2016,Estadual,Institui Comissão para Tomada de Contas Especial.
Deliberação COPAM,2.365,06/04/2016,Estadual,"Estabelece a composição da Câmara de Atividades de Infraestrutura de Energia - CIE do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"853,00",06/04/2016,Estadual,"Estabelece a composição do Plenário do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"850,00",06/04/2016,Estadual,"Estabelece a composição da Câmara Normativa e Recursal - CNR - do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"851,00",06/04/2016,Estadual,"Estabelece à composição da Câmara de Atividades de Infraestrutura de Transporte, Saneamento e Urbanização - CIF do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
Deliberação COPAM,"854,00",06/07/2016,Estadual,"Estabelece a composição da Câmara de Atividades Agrossilvipastoris - CAP do Conselho Estadual de Política Ambiental - COPAM, e dá outras providências."
